ORF PROT,SC,SM,YPD
YBR073W,1.02296324448,0.995791439563,1.05567941845
YBR082C,0.724967719629,0.761532457862,0.92852774915
YBR083W,1.03484337276,0.995165684809,1.02515875306
YBR095C,1.07984943457,1.01166127264,0.811896323897
YBR098W,0.9134276105785,0.9043942850095,0.930385515258
YBR103W,0.890678816495,0.916032052054,0.937778602731
YBR107C,0.851187417121,0.817065126021,0.933140280093
YBR125C,1.00018663704,1.02155045517,1.02509718658
YBR141C,0.926249685651,0.955686568628,0.940625915379
YBR150C,1.01140805946,1.00768677352,0.953057465663
YBR165W,0.966537462599,1.01529830746,0.986460153823
YBR182C,0.921695562681,0.922432913902,1.05816319839
YBR186W,0.906009915233,0.951004837504,1.01544572364
YBR188C,0.983429007269,0.951390045937,0.977241206333
YBR195C,0.967728199595,0.955510649104,0.954036036115
YBR212W,1.10145377926,0.99417273261,1.0059189263
YBR215W,0.808978732905,0.78038427654,0.951031518899
YBR218C,0.963660040393,0.989456481719,0.98449518751
YBR225W,0.952807417828,0.96847471601,0.889339540106
YBR228W,0.828887891514,1.01899875381,0.977727245479
YBR231C,0.858039697845,0.824849369698,0.909190493908
YBR239C,0.943118224849,0.970863326423,1.01930762674
YBR240C,1.0133653052,0.998481940552,1.03710714754
YBR245C,0.927604725171,0.926143114575,1.0194064698
YBR258C,0.838797696481,0.785891256117,1.1126256435
YBR272C,0.89315922698,0.943690654367,1.00229626686
YBR275C,0.964461628161,0.922372495858,1.01419338957
YBR278W,0.938384758132,0.917807750163,0.9125575734
YBR279W,0.87396159863,0.896288748103,0.826736892369
YBR280C,1.00705450328,1.02072077988,0.995591944506
YBR285W,1.04761080661,1.04019539425,1.04304037972
YBR289W,0.729668600554,0.763499366298,0.733329617073
YBR297W,1.00475596141,1.01468415856,1.00883273912
YCL010C,0.847420513012,0.653413124456,0.938718196446
YCL011C,1.00580854922,1.04305610858,1.03104476274
YCL024W,0.992667945006,0.991812557622,1.10348621402
YCL029C,0.947898896276,0.954289697862,0.941078747093
YCL032W,1.06201292923,1.05757554487,1.03995699729
YCL037C,0.978097094132,0.975728450223,1.03612695671
YCL055W,0.864376781506,0.813559759809,1.01015066845
YCL061C,0.900421847388,0.8408153793125,0.798613011885
YCR008W,0.861648229765,0.696035361958,0.948103005646
YCR014C,0.983095370548,1.01754970077,1.09430043732
YCR016W,0.79418148626,0.792686574759,0.927740258548
YCR020C-A,1.01374596818,0.905825515648,1.01088245822
YCR020W-B,0.304421145046,0.386805788902,0.705318281474
YCR033W,0.952560428351,0.978265886227,0.989839233346
YCR065W,0.847986383096,0.857198112547,0.979067750484
YCR066W,0.967310642687,0.988607146162,0.987506925433
YCR073C,0.981487267368,0.990674260035,1.00317825388
YCR077C,0.973833036715,0.983516385776,0.987457303618
YCR086W,0.720772540791,0.854012502378,0.852008952066
YCR091W,0.978869222525,1.02449053037,1.08554415397
YCR092C,1.0329932488,0.978966328601,0.989331166109
YCR095C,0.922792038892,0.849139719865,0.915592945155
YDL002C,0.591175348816,0.687838525385,0.87879338011
YDL006W,0.597165535649,0.553071700353,0.655975175532
YDL013W,0.840958158045,0.917773203035,0.854688601556
YDL019C,1.01982004404,1.00918940695,1.00065282388
YDL020C,0.671319436118,0.664023705619,0.823674905902
YDL042C,1.0492381691,1.0064759885,0.866779303731
YDL048C,1.02244888711,1.00795727448,1.04138073253
YDL051W,1.09475740685,1.07412250013,1.03016971273
YDL056W,0.906530476985,0.884278800942,0.933425950607
YDL059C,1.01004386985,0.945944790191,0.948631773737
YDL070W,0.988210909072,0.928982726042,0.984084452547
YDL074C,0.842901618049,0.752440112761,0.774211841551
YDL076C,1.0744680867,1.09166353707,1.00779942226
YDL079C,1.00056741494,1.01349004823,1.01673522749
YDL080C,1.00653815291,0.987543725009,0.998764009982
YDL088C,0.9574452918,0.941219288809,0.93948917895
YDL091C,0.971201159109,0.993828263778,1.00166993076
YDL101C,0.595180868612,0.280555721313,0.384481201926
YDL106C,0.918795754377,0.73221126871,0.929351211166
YDL122W,0.720520496022,0.809179629258,0.881196678287
YDL127W,0.866165416049,0.804867745775,1.09835892174
YDL134C,1.07736981713,1.05061728665,1.06261193012
YDL135C,1.077127875,1.02886451692,1.2071446403
YDL155W,1.02898399543,0.98338105703,0.965959820135
YDL159W,0.771560147121,0.771889691577,1.02091038766
YDL160C,0.561453517017,0.259582288547,0.489075265789
YDL170W,0.9310050144,0.918259557458,0.961793787225
YDL171C,0.829326615078,0.754664352796,1.0650517559
YDL179W,0.903786948993,0.895763459887,1.04608316969
YDL188C,0.991148630497,1.0244731356,1.04913539418
YDL190C,0.931935818148,0.878955843512,0.9620210513
YDL194W,0.99594577257,0.977223761239,0.994675567037
YDL197C,0.950579620028,0.974092313769,0.997614483561
YDL200C,0.99617445846,0.990783647072,1.02831720912
YDL214C,0.961854459449,1.00000257862,1.02217190958
YDL216C,1.03633240804,1.03206768398,1.04725321496
YDL230W,0.98195614089,0.982619485617,0.990107098675
YDL236W,0.996673528211,0.986123599566,1.01671137418
YDR005C,0.759101559754,0.960069538476,0.86921731746
YDR006C,1.04145100405,1.01176646483,0.965241770065
YDR009W,0.995700759392,0.982888921964,0.986324098521
YDR033W,0.954184441312,0.955780962216,0.986818283636
YDR035W,0.932458835362,0.955605533581,1.00320959967
YDR043C,1.04227201834,0.98569160496,1.00160299108
YDR057W,1.02777287417,1.04016081843,0.998472144484
YDR059C,0.971527000016,0.973621463532,0.995627910376
YDR066C,0.973044925375,0.986473225681,1.0435661035
YDR073W,0.935443303004,0.998011332293,1.01922740017
YDR074W,0.703268539092,0.617120324207,0.817475088638
YDR075W,1.0141378093,0.98385081384,1.01643504735
YDR076W,0.63866819788,0.539564680129,0.9287048356
YDR079C-A,0.838711222697,0.727694335964,0.792417883104
YDR083W,0.694390992839,0.726797624285,0.734601341317
YDR096W,0.939440943307,1.01885560984,0.989678306179
YDR098C,1.03253579609,1.0114817606,1.01564739558
YDR099W,0.951952863904,0.949213739473,0.988967692021
YDR101C,0.753246016122,0.820187515816,0.775715102229
YDR103W,1.04702448701,1.01553167781,1.02246603088
YDR110W,0.969533511261,0.995306845031,0.996728362399
YDR117C,0.798881990307,0.884356666861,0.927671625794
YDR121W,1.00462627373,1.03968583896,0.966306924191
YDR122W,0.960582113715,0.980599808943,1.00128197105
YDR130C,1.04731131564,0.981887262182,1.00584814757
YDR131C,1.00989709957,1.00903007314,1.0165490891
YDR137W,0.807757007443,0.856455744531,1.16366213738
YDR143C,0.970115319123,1.01372771845,1.0002434423
YDR146C,0.964461106395,0.979874231419,1.03503759664
YDR151C,1.02895389313,1.02404798261,1.04940099994
YDR155C,1.01131842965,0.979259137713,0.987723093466
YDR156W,0.7093939856,0.748357646602,0.728874253558
YDR159W,0.5575249975545,0.5239972532025,0.6152894024715
YDR169C,1.04698574982,1.04603913865,1.13884112603
YDR173C,0.979014526185,0.965193864674,1.00187567623
YDR174W,0.543740866537,0.498401388891,0.493355873127
YDR181C,0.951399873092,0.964324103146,0.937415759412
YDR191W,0.97066909427,0.974862900693,0.939619547578
YDR213W,1.03170487849,1.04196941387,0.856640876587
YDR217C,0.908687115581,0.873386039337,1.04629184902
YDR219C,1.00692724219,0.967663128388,0.939184541173
YDR223W,0.987703237174,0.974329113058,1.12928629836
YDR227W,0.945219116397,1.00479029811,0.867304837814
YDR244W,1.02965160943,0.929548496156,0.990935337071
YDR247W,0.999457087754,0.98593861839,0.986456734391
YDR252W,0.984005283003,0.958310293187,0.904625300801
YDR253C,0.9885498041,0.970126940994,0.996113344279
YDR254W,0.79223214409,0.906144367118,0.892927798642
YDR259C,1.00224606156,0.993109697867,0.977325335054
YDR260C,0.711803694748,0.849211361793,0.941270398342
YDR263C,0.98820100008,1.03606150937,0.97134798652
YDR265W,1.06438236775,1.00327644521,1.00532170018
YDR273W,0.958061972333,0.949289074312,0.946706405468
YDR283C,1.02430661089,1.00812008336,1.00637129921
YDR285W,0.988168071553,0.98605218897,0.984031556382
YDR289C,0.867397837117,0.836853988527,0.88704562702
YDR291W,0.987336491188,0.981262193787,1.02796643163
YDR295C,0.858202147179,0.700138522479,0.704440200707
YDR306C,0.973773469317,0.929649329688,0.963106294221
YDR310C,0.994053689323,0.921955608495,1.04753754413
YDR312W,1.00704137814,1.00859567961,0.944523691436
YDR313C,1.03173406936,0.987320288711,1.02940785965
YDR314C,0.982701820286,0.947929720457,1.01659675187
YDR318W,0.74180926833,0.7574648840825,0.7511959267495
YDR320C,0.649865826494,0.537284634355,0.890526958678
YDR330W,0.998060184361,1.00216228186,1.00428129894
YDR332W,0.990093873069,0.965484577167,1.0046860631
YDR334W,1.00462980061,0.974352698225,0.925718795931
YDR335W,0.934267105444,0.88913838527,0.849728195014
YDR358W,0.964197325016,0.97083714533,0.995944500485
YDR363W-A,0.5456036863,0.635316975458,0.820202667928
YDR370C,1.03040220871,0.968498262912,1.00450699037
YDR375C,0.943804315246,0.932841398276,0.824435198017
YDR378C,0.438618483364,0.576621897197,0.686375812587
YDR383C,0.948090182778,0.98294678098,0.965368704193
YDR386W,0.934044228907,0.92250764867,0.950700334983
YDR392W,0.725228420312,0.629554531636,0.736716324297
YDR395W,0.956204370441,0.931066893794,0.947723918378
YDR409W,0.957624234831,1.00846156925,0.999300378159
YDR410C,0.974331476538,1.02543238068,1.03523513696
YDR419W,1.01805039259,1.04088422001,1.01157626575
YDR421W,0.942729872941,0.958035306615,0.983912247047
YDR422C,0.989561092105,0.985404784146,0.992768130434
YDR432W,0.233754034251,0.300854191492,0.50469962625
YDR436W,0.916778679903,0.967886927265,0.963870658177
YDR440W,0.981880569436,0.984749116315,0.993446623098
YDR451C,0.852720661076,0.869741414507,1.02217626712
YDR457W,0.560926519912,0.552358058893,0.763972986235
YDR463W,0.955863319101,1.02855035284,0.955897879803
YDR466W,1.03490530121,1.00199136056,0.985635799633
YDR469W,1.07353733807,0.939444206722,0.959353699097
YDR477W,0.897762040898,0.682613305943,0.955338387379
YDR482C,0.964647408557,0.952631542869,0.962050004023
YDR488C,0.794521026756,0.706289261387,0.916783558261
YDR490C,0.964487111733,0.933912915358,0.960850415057
YDR496C,0.853289750103,0.79820039922,0.848715551937
YDR514C,1.04515020006,0.986097744256,0.926689268196
YDR515W,0.993362831303,0.921523759318,0.990155217583
YDR517W,1.05631653742,1.00215187367,1.01823879883
YDR520C,0.958139037944,0.966874207396,1.07410975877
YEL009C,0.989590084185,0.988979480049,0.994698611449
YEL012W,1.0668132678,1.04144126557,1.02879685835
YEL013W,0.64019643503,0.520984507822,0.961399627984
YEL015W,0.955279899637,0.922820008929,0.966947055078
YEL037C,0.829083836186,0.878223908124,0.956164381744
YEL044W,0.740219969841,0.530895202532,0.802611411136
YEL056W,0.97250194623,0.981518641303,0.993518910611
YEL061C,0.819340921925,0.859019425576,0.920594439818
YEL062W,0.706239550819,0.482920856269,0.976815111733
YER027C,1.02334157447,1.01203779685,1.04635148219
YER028C,0.986659994809,0.949435817876,0.964066205608
YER030W,0.938549531771,0.969225909197,0.971905279047
YER031C,0.920666944846,0.951149373216,1.01436603817
YER045C,1.00811569677,1.03065451407,1.01177951181
YER049W,0.971137572842,0.987701540579,0.973920827083
YER059W,1.03868162416,1.10142331893,0.97689050861
YER063W,1.00727934318,1.04910887182,0.991008352591
YER089C,0.960339592186,0.951643390796,0.989983551974
YER092W,0.699782101582,0.705264827582,0.915906906159
YER098W,1.01480136396,0.982437373442,0.982043812423
YER105C,0.991154705835,0.951257626522,0.990039165089
YER106W,1.0185231633,1.00746902797,0.994691936241
YER110C,0.779229677744,0.705164747439,0.684731577125
YER111C,0.859088612685,0.921356491105,0.968182792649
YER116C,0.776563804181,0.852371831163,0.863490963024
YER120W,0.969644206432,0.998240914051,0.989591048813
YER123W,0.892594063085,0.913643492275,0.925931064473
YER129W,0.961810911276,0.960993678206,1.006989194
YER132C,1.01933513786,1.01730069152,1.00545379789
YER137C,0.989421544763,0.951385966629,0.994620444646
YER142C,1.01263998978,1.02293077252,1.02654603331
YER144C,0.965590703534,0.952296177196,0.933857641461
YER151C,0.751734828856,0.383399678013,0.766152965606
YER161C,0.895833128861,0.845102956368,0.861097697112
YER162C,0.718698919423,0.736447305201,0.974736204875
YER164W,0.851693133156,0.823106358518,0.92600593973
YER167W,0.915431561052,0.952728370016,0.871329723484
YER173W,0.979636831646,0.973155814206,1.02707458032
YER174C,1.00374822754,0.992301364517,1.02549603517
YER179W,0.900760116845,0.877077791328,1.13105108051
YFL001W,0.814895920614,0.835888417748,0.689637292895
YFL007W,1.00726503229,0.957130061573,1.0469784388
YFL013C,0.698161140675,0.669563216217,0.972704935835
YFL014W,0.96882690231,0.830727569731,0.948375801325
YFL033C,1.002883222545,0.960101189466,1.0178295433495
YFL044C,1.02884069167,1.02804376457,1.02608591456
YFL049W,0.978159851121,0.986159834514,1.01491082089
YFL052W,1.01506544532,1.02282779126,1.02727337949
YFR001W,0.320769400752,0.198215348676,0.254230943995
YFR010W,0.961861856178,0.910501383163,0.947678911535
YFR013W,1.01840277352,1.00378520746,0.950810173137
YFR014C,1.0119002144,1.0204959941,1.04106879697
YFR019W,0.934517369942,1.01947680103,1.03949859462
YFR023W,0.965404838217,0.980411360345,0.959733215348
YFR036W,0.48647826479,0.639200331195,0.578049543629
YFR040W,0.809648248785,0.744056607477,0.761518976127
YFR046C,0.846151459837,0.874849454663,0.872727954433
YGL003C,0.792140555981,0.820438161566,0.807821079208
YGL004C,0.984635187736,0.973415056694,0.991218880801
YGL013C,0.960128245657,0.941486402614,0.992790668502
YGL014W,0.854438076778,0.896507502058,0.887647911741
YGL016W,0.961631446193,0.904196579735,0.967523450455
YGL019W,0.752447002274,0.884981473161,0.771733764611
YGL021W,1.04903317032,1.01935622937,0.981298430473
YGL029W,0.75119548606,0.75917321685,0.803925299825
YGL033W,0.9847456327175,0.958307884558,1.01564108288
YGL035C,1.00464810054,1.0483533444,1.04321454329
YGL037C,1.03402905439,0.997503024818,0.989178457903
YGL043W,0.827387682008,0.843090919734,0.806817011729
YGL049C,0.957634748725,0.977447721855,0.980102105668
YGL058W,0.764151260919,0.677049079009,0.607125615582
YGL060W,0.859171215703,0.943821753139,0.962197925451
YGL062W,0.973776275089,0.53620769097,1.0452595813
YGL066W,0.756064050766,0.706817674476,0.740172426466
YGL070C,0.678916620709,0.724146017851,0.739485960911
YGL071W,0.754253016625,0.275120067021,0.893099690992
YGL078C,0.674323107349,0.719402673561,0.654292513204
YGL082W,0.993124699919,0.970164765927,1.05084028073
YGL083W,1.00186060181,1.01364170521,1.06418615177
YGL085W,0.976602573099,0.967382868438,0.993388267659
YGL087C,0.97875964742,0.88625938919,0.0
YGL096W,0.996501776348,1.01713898166,1.02151075485
YGL100W,0.943375587337,0.810121472619,1.02660529511
YGL115W,0.814099586897,0.765806903711,0.835947182552
YGL131C,0.998302284136,1.01632574724,1.00509609724
YGL133W,1.11400073146,1.09105110479,1.06202816975
YGL134W,0.68528465843,0.790735130747,0.946072880964
YGL141W,0.984176115417,0.959728641489,0.995950373046
YGL158W,0.976882052213,0.980836199121,1.00963123419
YGL163C,0.831199261986,0.819936335273,0.819720341712
YGL166W,1.01581847395,1.01759417639,1.00582277573
YGL168W,0.597350544184,0.406275434456,0.701515705915
YGL174W,0.929567852309,0.929076538203,0.935820675198
YGL178W,1.00808134634,1.02164409342,1.06862722294
YGL179C,1.01987632253,1.00356624413,1.06099966159
YGL180W,0.961277245841,0.954664638752,1.01450547084
YGL181W,1.02404539278,0.991074115654,1.00517239699
YGL192W,0.915782640497,0.911731515026,1.06749004107
YGL194C,0.872695757485,0.899525852391,0.957162480556
YGL197W,0.982007129107,0.973008236727,1.04130663409
YGL208W,0.913928901652,0.869870717735,0.98372167819
YGL209W,0.980204552386,0.926458563647,1.0041050652
YGL215W,0.956356044165,0.945132511612,0.934263958801
YGL220W,0.96190510776,0.667468302125,0.741932161168
YGL222C,0.998956589324,1.01619741888,0.982201579462
YGL227W,1.05558037077,1.04643133566,0.956521246102
YGL229C,0.873206662603,0.938543442226,1.08582968704
YGL232W,1.01980792724,1.01794319341,1.03694138785
YGL240W,0.550075891418,0.219030982712,0.274888409314
YGL241W,1.00350961614,0.990055978871,1.04483448375
YGL243W,0.979546323729,0.953655606963,1.04647899245
YGL244W,0.766001421091,0.792614989876,0.773393822605
YGL246C,0.429889800897,0.316683013512,0.305702319439
YGL251C,1.03282401963,1.0076288065,1.1305173764
YGL253W,1.08070824,1.09206303752,0.857712942028
YGL254W,1.0678675039,1.04052250031,1.1110136814
YGL261C,1.01245909476,1.03906223814,1.02462216822
YGR003W,0.986362673592,0.980299839098,0.864434259554
YGR019W,1.04668015953,1.02491371707,1.06429002589
YGR021W,1.02623828839,1.01309430654,0.968327403317
YGR040W,1.01538024563,0.991627670547,1.03015184296
YGR044C,1.02924008971,1.04444473973,1.02643121572
YGR052W,0.977358086696,0.948261737486,1.04219304446
YGR056W,0.792130906708,0.58428030613,0.987038138464
YGR063C,0.688354893354,0.669860047766,0.756723814744
YGR072W,0.954560929766,0.974650633886,0.973146647445
YGR080W,0.952726466204,0.930199699848,1.02384446836
YGR081C,0.660629616091,0.711873867082,0.718003697807
YGR089W,0.967875286301,0.897039087311,1.00167470276
YGR097W,0.99321351954,0.940190009105,0.989088891646
YGR108W,1.02429838328,0.982078185329,0.758277820914
YGR109C,1.03440264643,1.01230946998,0.899502721904
YGR123C,1.0032905966,1.01529307806,1.00026297945
YGR129W,0.993589299932,0.705340367594,1.00148442445
YGR133W,1.00467719091,0.933714537146,0.955713555272
YGR134W,0.834770787406,0.920852068187,0.918722960045
YGR135W,0.598189207282,0.688596777919,0.791730962229
YGR161C,1.00087811599,1.01147251711,1.01270349364
YGR173W,0.978634911214,0.981220403618,1.02557906134
YGR178C,1.01668162172,0.978833096105,1.00896999256
YGR184C,1.00656167985,0.936582129597,1.01300789483
YGR200C,0.721351714936,0.679740218772,0.814904399958
YGR225W,1.003112096614,1.00386852619,1.02272697462
YGR229C,0.713737629933,0.740531595846,0.76895071739
YGR232W,0.986207840062,1.01219881981,0.971294570305
YGR233C,0.988111456566,0.957367805919,0.989543575203
YGR234W,0.974901624735,0.976419402933,0.946057306011
YGR247W,0.98695904536,0.981893966952,0.955115157453
YGR249W,0.985119043904,0.899898887914,1.00799103904
YGR250C,1.01237130173,0.980752350662,0.952409353902
YGR252W,0.558294219086,0.191870400504,0.443065984788
YGR270W,0.790117942204,0.825337695057,0.932249492842
YGR271C-A,0.35911814517,0.189520140961,0.267749595269
YGR275W,0.996697277984,0.942589591749,1.01615978237
YGR276C,1.01066848048,1.04056592151,1.0168186184
YGR283C,0.913897117057,0.929600830072,0.944833051869
YGR288W,0.976545295519,0.969738938205,1.03691097299
YHL006C,0.809619825245,0.839567123127,0.959002935116
YHL020C,0.950448464186,0.925005250197,0.892424502247
YHL022C,0.725626100957,0.699509052491,0.894555418624
YHL024W,1.0495283167,1.00168675053,1.05519491782
YHL029C,0.788195187605,0.813866531045,0.957196009158
YHR003C,0.943683400884,0.942671135559,1.01830375184
YHR004C,0.883107211287,0.922031477411,0.911097058198
YHR014W,0.945028785714,0.978947773978,1.0379714634
YHR015W,0.924085097154,0.91049511492,1.05058241645
YHR030C,0.963668728369,0.744511097391,0.811563909596
YHR031C,0.922876250679,0.909360157555,0.91373087481
YHR033W,0.997482705344,0.961799808779,0.995793871213
YHR034C,0.676488652345,0.750772900281,0.759573332446
YHR071W,0.993402198523,0.950318362147,1.00845695274
YHR076W,0.877916704072,0.755262748868,0.974514603038
YHR077C,0.935435538053,0.939511576971,0.927982929453
YHR079C,0.722350813024,0.716658872025,1.0288336039
YHR081W,0.512192022048,0.610311131107,0.731032226071
YHR082C,0.910435883106,0.914419272361,0.975106175196
YHR108W,0.922579249328,1.00476958789,1.10481140227
YHR120W,0.984389599825,0.944846691525,1.04757809314
YHR121W,1.05617277843,1.04775766954,1.02802694074
YHR124W,0.84064921094,0.820383703632,1.0001557703
YHR134W,0.870238005001,0.8096950738,0.863665900392
YHR135C,0.964541554528,0.989160704448,1.02389840975
YHR143W,1.00755088445,1.01866419293,1.04971635832
YHR146W,0.996717289409,1.00007087846,0.979483834049
YHR152W,0.944478151983,0.956614592052,1.05027276507
YHR154W,0.852354005939,0.886213229966,0.977964399446
YHR156C,0.920623229823,0.957559451301,1.02961391094
YHR157W,0.971014326671,0.995011319308,1.00396708736
YHR167W,0.700143775144,0.751335571996,0.890944305259
YHR191C,0.478427237608,0.552082706358,0.719084377146
YHR193C,0.8245188586,0.920394190422,0.769077039879
YHR195W,1.02516323605,0.953077407365,1.02527419616
YHR200W,0.641519340384,0.78980283616,0.780891126031
YHR202W,0.932824562035,0.967577993037,1.01655365294
YHR206W,0.933331064762,0.899918939482,0.946316409883
YIL001W,0.959320160937,0.941033591445,0.952389629691
YIL008W,0.718501655549,0.673564622399,0.739044780341
YIL009C-A,0.767636508502,0.827268303617,0.785882188396
YIL010W,1.05306781718,0.996841813734,1.00499543896
YIL016W,1.00616162245,1.00721322955,1.03926488379
YIL017C,0.881572336575,0.877084933493,1.03053964121
YIL035C,1.00912138304,0.997016573226,1.03655831785
YIL036W,0.77489674021,0.842137066845,0.986876741586
YIL038C,0.752542665569,0.776095331303,0.983077148764
YIL040W,0.673601201371,0.706552122911,0.86873267096
YIL056W,0.990203428774,0.95675517524,1.0498804726
YIL071C,1.03792443426,1.01598348426,1.0333681857
YIL072W,1.01789625567,0.997167324119,1.01871357586
YIL073C,0.891908183086,0.830975107796,0.995651923328
YIL079C,0.991433082964,0.952884562119,1.00543495886
YIL084C,1.03269686383,1.05937841616,0.955187219338
YIL095W,0.981867391755,0.963198010549,0.982062061254
YIL101C,0.940078128735,0.873465858201,1.01917715728
YIL112W,0.980200319299,0.948647746977,0.967061007298
YIL113W,1.00321244323,0.96283778015,0.99338480628
YIL117C,0.959570131473,0.925902657596,0.978425367014
YIL119C,0.937328433464,0.912042789608,0.998069040828
YIL122W,0.947537679613,0.960748974245,1.01818902473
YIL123W,0.97799965645,0.937151919099,1.03348498735
YIL127C,0.916179345485,0.93082827013,0.933057199169
YIL130W,1.01185471987,1.00927066427,1.02772103322
YIL131C,1.08222729277,1.08984435671,0.98382496659
YIL132C,0.982904204065,0.944879025052,1.05596232641
YIL149C,1.01923076623,0.978225770436,1.01565647595
YIL153W,0.943151331521,0.892832401566,0.890504653036
YIL156W,1.06674641282,1.03247967746,1.01094912052
YIR001C,1.07292387478,1.03086726203,1.06948217965
YIR002C,0.981802294435,0.961187736178,1.01398562028
YIR005W,0.758735393242,0.807970157139,0.788485589605
YIR013C,0.973445396317,0.981046182414,1.03537982234
YIR018W,1.00348006814,1.00626441027,0.995894311548
YIR025W,0.973501008049,0.995110206253,0.995194121621
YIR026C,0.940382986905,0.740005320103,0.924714811047
YIR033W,0.899059351524,0.978205607789,0.887086586824
YJL013C,1.02443219057,0.935151258598,1.0005439691
YJL043W,0.915269853021,0.957317985322,0.985664069858
YJL048C,0.999042264863,0.968828980286,1.00130862933
YJL049W,0.893867781753,0.896599564169,0.954035974995
YJL057C,0.989343835481,1.01624251088,0.999770079094
YJL058C,0.99684411151,0.976048021824,1.03274945951
YJL065C,1.00794143408,0.983049257709,0.938708101814
YJL080C,0.750834899449,0.726813266464,0.966305686459
YJL089W,1.00183868123,1.01995686455,1.02406257657
YJL098W,1.01521202683,1.01650287609,1.00245665169
YJL105W,1.00537461049,1.00552464776,1.07141338277
YJL106W,0.991862422591,0.970777397786,1.07074397163
YJL110C,0.990844781291,0.934852488171,1.03160097757
YJL115W,0.483793387408,0.543803403301,0.44342118058
YJL124C,0.0,0.304718891216,0.616965182111
YJL128C,0.928521071198,0.926337667758,1.00018425313
YJL141C,0.986719251456,0.970489614912,1.0111858854
YJL157C,0.985546908358,0.988607731539,1.13979440444
YJL210W,1.02335808652,0.906737776087,0.95127386583
YJR014W,0.882620237585,0.886122406978,0.948971773764
YJR030C,0.983308049758,0.930042700111,1.02395200386
YJR031C,0.855149364054,0.820150662487,1.08989377048
YJR036C,0.937825220966,0.919916063522,0.950303734159
YJR043C,0.910258189262,0.892189410936,0.872697327901
YJR050W,0.96209963031,0.965755244364,0.909017103474
YJR059W,1.17092912739,1.10666473665,1.11931697505
YJR060W,0.808912965774,0.494489477993,0.78261730794
YJR063W,0.834393587643,0.834407882181,0.779318427822
YJR066W,1.00656255605,0.937139011107,1.02225848965
YJR069C,0.971064935338,0.950930800261,0.978022534448
YJR073C,0.0,0.320453463564,1.09643532177
YJR082C,0.886896413031,0.923773355748,0.98075002778
YJR084W,1.02772728511,0.957496743296,1.03146389067
YJR091C,0.97537737559,0.938925330173,1.00719550357
YJR094C,1.01407238344,0.962838062282,1.05683716246
YJR096W,1.01706366949,0.984585586315,1.02640993937
YJR099W,0.961954270079,0.875210547868,1.08380552546
YJR119C,0.924118084021,0.969854620779,1.01044802626
YJR140C,0.898671132084,0.882146445564,0.861449324442
YKL002W,0.860221148925,0.744032516917,0.760044109673
YKL005C,1.02668674473,1.01108827435,1.01911352154
YKL009W,0.564476010991,0.524757933204,0.563598530987
YKL010C,1.05476683542,0.960956641234,1.05307315942
YKL015W,1.03257104698,1.0114339466,1.01216554557
YKL017C,1.02126884235,1.04133569546,1.06508365538
YKL020C,1.02487435661,1.03725873912,0.984148182182
YKL027W,0.892589747115,0.9067482721845,0.981253237731
YKL032C,1.02636140369,0.942168969705,0.988743176805
